,corr_storeskar,corr_hamsil2,lat,lng,sizeX,sizeY
1,0.20316878748331518,0.1944345737646561,60.57425645841166,8.07834266825545,0.02430698167296086,0.01478113328418118
2,0.1997722249269371,0.19242795624973205,60.575667353060936,8.105512668933622,0.02430698167296086,0.01478113328418118
3,0.19803129998827781,0.19233027593935603,60.57707274417785,8.13268541031428,0.02430698167296086,0.01478113328418118
4,0.19897313989201962,0.19374010530861893,60.57847263066435,8.159860882073371,0.02430698167296086,0.01478113328418118
5,0.20578018175294954,0.20118156245295732,60.579867011426494,8.18703907388022,0.02430698167296086,0.01478113328418118
6,0.20465214369327323,0.20101620380291058,60.58125588537442,8.214219975397546,0.02430698167296086,0.01478113328418118
7,0.20939281450074046,0.20687842232028725,60.582639251422414,8.241403576281487,0.02430698167296086,0.01478113328418118
8,0.21276743224928624,0.21061359405346813,60.5840171084888,8.26858986618163,0.02430698167296086,0.01478113328418118
9,0.21139419367899978,0.21112617283519022,60.585389455496085,8.295778834741013,0.02430698167296086,0.01478113328418118
10,0.21899543209455732,0.21968398527061445,60.58675629137085,8.322970471596177,0.02430698167296086,0.01478113328418118
11,0.23974867195033558,0.24145031194416466,60.588117615043785,8.350164766377171,0.02430698167296086,0.01478113328418118
12,0.2337537368193905,0.2360934043028439,60.58947342544973,8.377361708707575,0.02430698167296086,0.01478113328418118
13,0.22995557400238667,0.23360785743854,60.59082372152766,8.40456128820452,0.02430698167296086,0.01478113328418118
14,0.23288929970432,0.2370311693448102,60.59216850222061,8.431763494478744,0.02430698167296086,0.01478113328418118
15,0.2550847230005076,0.26084278920585613,60.593507766475824,8.458968317134557,0.02430698167296086,0.01478113328418118
16,0.25713631728988606,0.2635518220858075,60.594841513244624,8.486175745769922,0.02430698167296086,0.01478113328418118
17,0.24249241341375538,0.2493891257707755,60.596169741482484,8.513385769976441,0.02430698167296086,0.01478113328418118
18,0.24188502334908568,0.2487433439144416,60.59749245014903,8.540598379339396,0.02430698167296086,0.01478113328418118
19,0.2441836604011772,0.2515841606820102,60.598809638208046,8.56781356343776,0.02430698167296086,0.01478113328418118
20,0.24672836128472772,0.25426801376832037,60.6001213046274,8.595031311844243,0.02430698167296086,0.01478113328418118
21,0.2517445305780775,0.25945665322167116,60.601427448379155,8.622251614125284,0.02430698167296086,0.01478113328418118
22,0.25522949463203387,0.26266243901116687,60.602728068439525,8.6494744598411,0.02430698167296086,0.01478113328418118
23,0.25859422602482884,0.26657465101418243,60.60402316378886,8.676699838545701,0.02430698167296086,0.01478113328418118
24,0.26163529634508803,0.2696275765027178,60.605312733411694,8.703927739786907,0.02430698167296086,0.01478113328418118
25,0.2667291795100177,0.2743114525374849,60.60659677629667,8.73115815310639,0.02430698167296086,0.01478113328418118
26,0.2686834763348774,0.2761200522441372,60.607875291436635,8.758391068039673,0.02430698167296086,0.01478113328418118
27,0.27181507880897576,0.2793040848877939,60.60914827782862,8.785626474116173,0.02430698167296086,0.01478113328418118
28,0.27372504952057675,0.2811148133660315,60.61041573447378,8.812864360859217,0.02430698167296086,0.01478113328418118
29,0.2772564308673651,0.28473187657943866,60.611677660377495,8.840104717786067,0.02430698167296086,0.01478113328418118
30,0.2785426525773464,0.2860047755724639,60.61293405454923,8.86734753440795,0.02430698167296086,0.01478113328418118
31,0.28106813446165196,0.2883228892413325,60.61418491600271,8.89459280023007,0.02430698167296086,0.01478113328418118
32,0.2827408191560307,0.28964832990183437,60.61543024375583,8.921840504751636,0.02430698167296086,0.01478113328418118
33,0.28416981510982203,0.2918958579367324,60.61667003683067,8.949090637465893,0.02430698167296086,0.01478113328418118
34,0.2845882155815235,0.2924979206017583,60.61790429425342,8.976343187860143,0.02430698167296086,0.01478113328418118
35,0.2853556848657301,0.2936171038469105,60.61913301505459,9.00359814541576,0.02430698167296086,0.01478113328418118
36,0.28642770992065575,0.29471278202191775,60.62035619826876,9.03085549960823,0.02430698167296086,0.01478113328418118
37,0.279871891787654,0.29289174068264895,60.62157384293478,9.058115239907156,0.02430698167296086,0.01478113328418118
38,0.2871578509150157,0.29721773494248915,60.62278594809568,9.085377355776307,0.02430698167296086,0.01478113328418118
39,0.2907631650365997,0.3007254557793351,60.62399251279869,9.11264183667362,0.02430698167296086,0.01478113328418118
40,0.29242884897145105,0.302544251876259,60.625193536095225,9.139908672051224,0.02430698167296086,0.01478113328418118
41,0.29405651522992077,0.3053585535025968,60.626389017040935,9.167177851355486,0.02430698167296086,0.01478113328418118
