id,x,y
1,8.272320766425763,60.800501482552335
2,8.299693283793266,60.80187591948723
3,8.32706850895257,60.80324479617216
4,8.354446431303062,60.80460811152369
5,8.381827040237456,60.80596586446262
6,8.40921032514184,60.80731805391398
7,8.269500906067641,60.81387592426101
8,8.296884685899366,60.81525111124072
9,8.324271177203073,60.816620735000235
10,8.351660369364247,60.81798479445477
11,8.379052251761696,60.81934328852378
12,8.406446813767575,60.82069621613092
13,8.266678323628598,60.827250261451965
14,8.294073376532369,60.82862619909793
15,8.321471144595002,60.829996570551124
16,8.348871617188058,60.831361374725404
17,8.376274783676406,60.83272061053884
18,8.403680633418253,60.83407427691377
19,8.26385301540784,60.840624494025896
20,8.291259352005389,60.84200118296043
21,8.318668407455391,60.843372302727246
22,8.346080171115462,60.844737852238836
23,8.373494632336508,60.846097830411956
24,8.400911780462765,60.84745223616751
25,8.261024977697845,60.8539986218834
26,8.288442608624832,60.855376062729626
27,8.315862962104593,60.85674793143085
28,8.343286027480774,60.858114226898195
29,8.370711794090296,60.85947494804703
30,8.398140251263392,60.86083009379691
31,8.258194206784333,60.86737264492479
32,8.285623142690378,60.868750838306745
33,8.313054804856257,60.870123456564016
34,8.340489182611625,60.87149049860639
35,8.367926265279399,60.87285196334784
36,8.395366042175777,60.87420784970662
